filename,command,start,end
679_speech_true_Radio_aus,Radio aus,16.6482,18.098039999999997
681_speech_true_Alarm_aus_Radio_an,Alarm aus,1.97415,3.04869
681_speech_true_Alarm_aus_Radio_an,Radio an,8.22146,9.395950000000001
682_speech_true_Heizung_an,Heizung an,7.96017,9.68738
705_speech_false_Lüftung_aus,Lüftung aus,13.3652,14.61662
706_speech_true_Heizung_an,Heizung an,7.52183,8.82128
707_speech_false_Licht_aus,Licht aus,11.8491,13.249
708_speech_false_Heizung_an,Heizung an,6.62863,8.52967
710_speech_false_Heizung_aus_Licht_aus,Heizung aus,5.83292,7.30992
710_speech_false_Heizung_aus_Licht_aus,Licht aus,8.13604,9.78828
711_speech_true_Heizung_an_Licht_aus,Heizung an,6.52713,7.57747
711_speech_true_Heizung_an_Licht_aus,Licht aus,8.2777,9.253017999999999
713_speech_false_Ofen_an,Ofen an,5.65032,7.0754
715_speech_false_Alarm_an_Radio_aus,Alarm an,5.24839,7.02284
715_speech_false_Alarm_an_Radio_aus,Radio aus,7.22279,8.497399999999999
717_speech_true_Lüftung_aus,Lüftung aus,5.32332,6.67289
723_speech_true_Ofen_aus,Ofen aus,9.02889,10.25442
725_speech_false_Alarm_aus,Alarm aus,4.22538,6.25057
727_speech_true_Licht_an,Licht an,6.66,7.486241
729_speech_false_Ofen_an,Ofen an,7.42684,9.00223
731_speech_false_Radio_aus,Radio aus,12.2212,14.49549
732_speech_true_Alarm_an,Alarm an,9.62358,10.8734
736_speech_false_Licht_aus,Licht aus,13.1375,14.58888
737_speech_true_Fernseher_an,Fernseher an,8.70761,10.05879
739_speech_false_Radio_aus_Licht_aus,Radio aus,11.3546,12.53008
739_speech_false_Radio_aus_Licht_aus,Licht aus,18.3075,19.30791
741_speech_false_Staubsauger_aus,Staubsauger aus,13.9318,15.482579999999999
743_speech_false_Ofen_an_Lüftung_an,Ofen an,8.47814,10.2538
743_speech_false_Ofen_an_Lüftung_an,Lüftung an,10.904,12.30452
745_speech_false_Alarm_an_Radio_an,Alarm an,12.0953,13.06994
745_speech_false_Alarm_an_Radio_an,Radio an,14.7942,15.8188
746_speech_true_Radio_aus,Radio aus,10.1103,11.086297
747_speech_false_Licht_aus_Heizung_an,Licht aus,15.7579,17.10858
747_speech_false_Licht_aus_Heizung_an,Heizung an,18.2341,19.634800000000002
749_speech_true_Alarm_an,Alarm an,13.6582,14.78387
751_speech_false_Ofen_aus,Ofen aus,8.6,9.7
753_speech_false_Radio_aus,Radio aus,11.0345,12.010339
754_speech_false_Licht_aus,Licht aus,11.9985,13.32334
755_speech_true_Alarm_an,Alarm an,13.2993,14.59924
756_speech_false_Radio_aus_Ofen_an,Radio aus,8.55424,9.504711
756_speech_false_Radio_aus_Ofen_an,Ofen an,18.4591,19.434583
758_speech_true_Staubsauger_an,Staubsauger an,12.808,15.0594
759_speech_true_Alarm_aus_Radio_an,Alarm aus,7.1516,8.35187
759_speech_true_Alarm_aus_Radio_an,Radio an,9.17705,10.627369999999999
761_speech_true_Fernseher_an_Licht_aus,Fernseher an,11.2029,12.92835
761_speech_true_Fernseher_an_Licht_aus,Licht aus,14.7538,16.55427
762_speech_false_Heizung_an_Lüftung_aus,Heizung an,9.94749,10.99723
762_speech_false_Heizung_an_Lüftung_aus,Lüftung aus,16.6208,17.74552
764_speech_true_Ofen_an,Ofen an,22.221,23.42078
766_speech_true_Licht_an,Licht an,13.3705,15.39481
767_speech_true_Licht_aus_Fernseher_aus_Alarm_an,Licht aus,11.5289,14.17981
767_speech_true_Licht_aus_Fernseher_aus_Alarm_an,Fernseher aus,19.2816,21.40733
767_speech_true_Licht_aus_Fernseher_aus_Alarm_an,Alarm an,26.0089,28.0596
812_speech_true_Fernseher_an,Fernseher an,16.3711,18.19573
813_speech_true_Licht_aus,Licht aus,19.457,20.98255
814_speech_true_Lüftung_an,Lüftung an,19.7099,20.81045
815_speech_false_Licht_aus,Licht aus,5.3004,6.95052
817_speech_false_Fernseher_an_Heizung_aus,Fernseher an,3.10124,5.42717
817_speech_false_Fernseher_an_Heizung_aus,Heizung aus,7.05282,8.97859
818_speech_true_Lüftung_an,Lüftung an,11.6784,13.80402
819_speech_true_Licht_aus_Heizung_an,Licht aus,7.30373,8.75447
819_speech_true_Licht_aus_Heizung_an,Heizung an,12.3563,14.05717
827_speech_true_Ofen_aus,Ofen aus,12.5308,13.706339999999999
829_speech_true_Staubsauger_an,Staubsauger an,11.5478,13.32246
832_speech_false_Licht_an,Licht an,10.571,12.24537
833_speech_true_Fernseher_aus,Fernseher aus,12.0512,13.42634
834_speech_true_Heizung_aus,Heizung aus,11.3207,12.72017
865_speech_false_Licht_aus_Radio_aus,Licht aus,6.85102,8.02619
865_speech_false_Licht_aus_Radio_aus,Radio aus,10.4516,11.55176
869_speech_true_Staubsauger_an,Staubsauger an,6.84899,8.1488
870_speech_true_Heizung_an,Heizung an,6.79856,8.54819
873_speech_true_Lüftung_aus,Lüftung aus,8.35758,10.30935
874_speech_false_Fernseher_aus,Fernseher aus,15.6635,17.11475
875_speech_false_Ofen_aus,Ofen aus,7.37802,8.82861
878_speech_true_Staubsauger_an_Alarm_an,Staubsauger an,6.88373,8.63596
878_speech_true_Staubsauger_an_Alarm_an,Alarm an,9.63722,11.13913
879_speech_false_Heizung_aus,Heizung aus,10.875,12.4
880_speech_true_Fernseher_aus_Lüftung_aus,Fernseher aus,10.7285,12.854190000000001
880_speech_true_Fernseher_aus_Lüftung_aus,Lüftung aus,14.1296,15.73012
881_speech_true_Radio_an_Fernseher_aus,Radio an,2.62611,3.276384
881_speech_true_Radio_an_Fernseher_aus,Fernseher aus,13.0305,13.855847
882_speech_true_Licht_an,Licht an,10.7243,11.82423
883_speech_false_Heizung_an_Radio_an,Heizung an,8.12846,9.1539
883_speech_false_Heizung_an_Radio_an,Radio an,15.5066,16.9072
907_speech_false_Lüftung_aus,Lüftung aus,6.57774,9.10379
908_speech_false_Lüftung_an,Lüftung an,4.50427,7.03167
911_speech_false_Fernseher_an,Fernseher an,7.648,9.07263
912_speech_false_Licht_aus,Licht aus,5.12514,7.15019
914_speech_false_Ofen_aus_Radio_an,Ofen aus,4.15191,6.47797
914_speech_false_Ofen_aus_Radio_an,Radio an,8.20377,10.129660000000001
945_speech_false_Alarm_an,Alarm an,5.15261,6.27818
947_speech_false_Radio_aus_Ofen_aus,Radio aus,1.85013,2.725194
947_speech_false_Radio_aus_Ofen_aus,Ofen aus,10.0507,11.07577
949_speech_true_Lüftung_aus,Lüftung aus,15.1833,16.33393
950_speech_false_Licht_an,Licht an,3.15488,4.75736
952_speech_false_Ofen_aus_Staubsauger_aus,Ofen aus,3.57795,5.20429
952_speech_false_Ofen_aus_Staubsauger_aus,Staubsauger aus,12.9607,14.962349999999999
965_speech_true_Alarm_aus,Alarm aus,10.4797,12.28051
967_speech_true_Licht_an_Radio_an,Licht an,6.3027,7.67829
967_speech_true_Licht_an_Radio_an,Radio an,8.27855,9.77919
969_speech_false_Ofen_aus,Ofen aus,6.68408,7.98585
970_speech_true_Fernseher_an,Fernseher an,9.07873,10.77943
971_speech_true_Heizung_an,Heizung an,9.16423,10.46625
973_speech_true_Lüftung_an,Lüftung an,11.4071,12.45775
974_speech_true_Alarm_aus,Alarm aus,10.5208,11.7953
976_speech_true_Radio_aus,Radio aus,9.55176,11.52712
977_speech_true_Staubsauger_aus,Staubsauger aus,8.34063,9.993730000000001
980_speech_false_Ofen_aus,Ofen aus,12.0238,13.69854
982_speech_false_Radio_an_Licht_an,Radio an,7.95257,9.02792
982_speech_false_Radio_an_Licht_an,Licht an,9.15296,10.45338
983_speech_true_Staubsauger_aus_Heizung_aus,Staubsauger aus,14.3554,15.45581
983_speech_true_Staubsauger_aus_Heizung_aus,Heizung aus,15.8309,16.681218
984_speech_true_Alarm_an,Alarm an,12.3506,14.50071
985_speech_false_Fernseher_aus,Fernseher aus,8.50171,9.70195
987_speech_false_Heizung_an_Licht_an,Heizung an,9.15184,10.25206
987_speech_false_Heizung_an_Licht_an,Licht an,10.3521,11.47733
989_speech_true_Lüftung_an,Lüftung an,14.9719,16.62156
990_speech_false_Alarm_an,Alarm an,10.979,12.3295
992_speech_true_Radio_an,Radio an,9.38244,10.708490000000001
993_speech_false_Ofen_aus_Staubsauger_aus,Ofen aus,7.54841,8.87313
993_speech_false_Ofen_aus_Staubsauger_aus,Staubsauger aus,9.9979,11.322619999999999
996_speech_false_Heizung_an_Licht_aus,Heizung an,6.42618,8.57657
996_speech_false_Heizung_an_Licht_aus,Licht aus,9.22669,10.57694
997_speech_false_Ofen_aus,Ofen aus,4.98288,6.68557
998_speech_false_Radio_aus_Alarm_an,Radio aus,8.23395,9.63547
998_speech_false_Radio_aus_Alarm_an,Alarm an,10.4363,11.637609999999999
999_speech_false_Lüftung_an,Lüftung an,6.40142,7.77672
1010_speech_true_Radio_an,Radio an,13.031,14.031460000000001
1011_speech_true_Fernseher_an,Fernseher an,14.1103,15.36121
1012_speech_true_Heizung_aus,Heizung aus,11.2052,12.7059
1013_speech_true_Alarm_an,Alarm an,10.5401,11.441394
1014_speech_true_Licht_aus,Licht aus,10.6217,12.09626
1015_speech_false_Lüftung_aus,Lüftung aus,11.3646,12.516079999999999
1016_speech_true_Ofen_an,Ofen an,10.3741,11.324023
1017_speech_false_Staubsauger_aus,Staubsauger aus,9.96076,11.3873
1036_speech_false_Licht_aus,Licht aus,22.1509,23.75097
1039_speech_false_Heizung_an,Heizung an,14.0531,15.403400000000001
1042_speech_false_Radio_an_Staubsauger_aus,Radio an,9.24824,10.34803
1042_speech_false_Radio_an_Staubsauger_aus,Staubsauger aus,16.5968,18.671400000000002
1044_speech_false_Lüftung_aus_Heizung_an,Lüftung aus,10.9273,12.30259
1044_speech_false_Lüftung_aus_Heizung_an,Heizung an,14.5281,15.478297000000001
1057_speech_false_Fernseher_an_Licht_aus,Fernseher an,8.17938,9.75522
1057_speech_false_Fernseher_an_Licht_aus,Licht aus,11.3561,12.60677
1058_speech_true_Licht_an_Licht_aus,Licht an,10.7491,12.37397
1058_speech_true_Licht_an_Licht_aus,Licht aus,20.6983,21.72322
1059_speech_false_Lüftung_aus,Lüftung aus,15.496,17.39551
1060_speech_false_Alarm_aus_Licht_an,Alarm aus,3.49962,4.5995
1060_speech_false_Alarm_aus_Licht_an,Licht an,8.99902,10.123899999999999
1062_speech_true_Ofen_aus_Alarm_an,Ofen aus,6.12716,7.72773
1062_speech_true_Ofen_aus_Alarm_an,Alarm an,11.0039,12.67949
1063_speech_true_Staubsauger_aus,Staubsauger aus,3.2767,5.37779
1064_speech_true_Radio_an,Radio an,12.5257,14.025780000000001
1070_speech_true_Licht_an_Licht_aus_Licht_an_Licht_aus,Licht an,4.65363,5.354176
1070_speech_true_Licht_an_Licht_aus_Licht_an_Licht_aus,Licht aus,5.62939,6.229858
1070_speech_true_Licht_an_Licht_aus_Licht_an_Licht_aus,Licht an,6.50507,7.205616
1070_speech_true_Licht_an_Licht_aus_Licht_an_Licht_aus,Licht aus,7.45581,8.181375
1071_speech_true_Ofen_aus_Radio_aus_Lüftung_an,Ofen aus,4.67909,6.080310000000001
1071_speech_true_Ofen_aus_Radio_aus_Lüftung_an,Radio aus,6.1804,7.756779999999999
1071_speech_true_Ofen_aus_Radio_aus_Lüftung_an,Lüftung an,10.0838,11.58511
1072_speech_false_Heizung_an,Heizung an,11.4745,12.99944
1075_speech_false_Fernseher_an,Fernseher an,6.34925,7.47412
1077_speech_true_Staubsauger_aus_Alarm_aus,Staubsauger aus,8.69651,9.94601
1077_speech_true_Staubsauger_aus_Alarm_aus,Alarm aus,10.3209,11.270519
1078_speech_true_Ofen_an_Heizung_an,Ofen an,11.3839,12.6599
1078_speech_true_Ofen_an_Heizung_an,Heizung an,12.9101,14.061
1080_speech_true_Lüftung_an,Lüftung an,6.68235,7.93373
1081_speech_true_Licht_an,Licht an,12.8531,14.27844
1084_speech_true_Radio_aus,Radio aus,10.997,12.521600000000001
1086_speech_false_Licht_aus_Alarm_an,Licht aus,17.2438,18.34341
1086_speech_false_Licht_aus_Alarm_an,Alarm an,22.9418,23.99143
1087_speech_false_Radio_aus_Alarm_an,Radio aus,2.94974,4.39961
1087_speech_false_Radio_aus_Alarm_an,Alarm an,20.0232,21.448079999999997
1088_speech_true_Ofen_aus,Ofen aus,12.3215,13.79608
1089_speech_false_Staubsauger_an,Staubsauger an,11.7003,13.12533
1097_speech_false_Radio_aus_Licht_aus,Radio aus,2.12451,3.57418
1097_speech_false_Radio_aus_Licht_aus,Licht aus,4.79889,6.0736
1098_speech_true_Alarm_an_Staubsauger_an,Alarm an,4.0769,5.37751
1098_speech_true_Alarm_an_Staubsauger_an,Staubsauger an,7.17835,8.52898
1099_speech_true_Ofen_aus,Ofen aus,9.73342,11.534980000000001
1100_speech_false_Fernseher_an,Fernseher an,10.8615,12.588330000000001
1101_speech_false_Heizung_an,Heizung an,6.66248,8.14025
1102_speech_false_Licht_aus,Licht aus,11.2522,12.37742
1115_speech_true_Fernseher_an,Fernseher an,13.285,15.38659
1117_speech_false_Heizung_aus,Heizung aus,11.0373,11.938307
1119_speech_false_Lüftung_aus,Lüftung aus,9.50348,10.95401
1120_speech_true_Ofen_an,Ofen an,14.3254,15.47543
1122_speech_false_Alarm_aus,Alarm aus,10.9253,12.45035
1124_speech_false_Radio_aus_Staubsauger_aus,Radio aus,2.95162,4.27735
1124_speech_false_Radio_aus_Staubsauger_aus,Staubsauger aus,7.85432,9.255090000000001
1127_speech_false_Licht_aus_Radio_an,Licht aus,9.62679,10.676983
1127_speech_false_Licht_aus_Radio_an,Radio an,14.5027,15.50289
1128_speech_false_Lüftung_an,Lüftung an,10.9954,12.619720000000001
1129_speech_true_Fernseher_aus,Fernseher aus,9.15,10.475
1131_speech_true_Radio_aus_Lüftung_aus,Radio aus,10.131,11.38175
1131_speech_true_Radio_aus_Lüftung_aus,Lüftung aus,12.2573,13.70817
1132_speech_false_Alarm_an,Alarm an,18.434,20.109820000000003
1133_speech_false_Staubsauger_an,Staubsauger an,10.7789,11.8793
1135_speech_true_Ofen_an_Alarm_aus,Ofen an,1.89914,2.698779
1135_speech_true_Ofen_an_Alarm_aus,Alarm aus,2.99865,3.823277
1136_speech_false_Radio_aus_Staubsauger_an,Radio aus,3.07718,4.62828
1136_speech_false_Radio_aus_Staubsauger_an,Staubsauger an,13.1593,15.1357
1137_speech_true_Alarm_an,Alarm an,6.15046,7.125532
1138_speech_false_Staubsauger_aus,Staubsauger aus,6.3031,8.05396
1145_speech_true_Alarm_an_Radio_aus,Alarm an,5.67561,7.100770000000001
1145_speech_true_Alarm_an_Radio_aus,Radio aus,7.57581,9.62604
1146_speech_true_Fernseher_an_Heizung_an,Fernseher an,3.82469,5.22458
1146_speech_true_Fernseher_an_Heizung_an,Heizung an,7.67438,9.19926
1148_speech_true_Ofen_aus_Radio_aus_Staubsauger_aus,Ofen aus,9.70018,10.950199999999999
1148_speech_true_Ofen_aus_Radio_aus_Staubsauger_aus,Radio aus,11.4752,12.52522
1148_speech_true_Ofen_aus_Radio_aus_Staubsauger_aus,Staubsauger aus,13.0252,14.32522
1149_speech_true_Ofen_an_Radio_an,Ofen an,9.28179,10.707840000000001
1149_speech_true_Ofen_an_Radio_an,Radio an,11.9087,13.30973
1161_speech_false_Alarm_an_Radio_aus,Alarm an,4.78007,5.455787
1161_speech_false_Alarm_an_Radio_aus,Radio aus,10.7864,11.487144
1162_speech_false_Ofen_aus_Staubsauger_an,Ofen aus,5.42589,6.101001
1162_speech_false_Ofen_aus_Staubsauger_an,Staubsauger an,13.5772,14.377332
1163_speech_true_Alarm_aus,Alarm aus,9.69837,10.97316
1164_speech_true_Radio_an,Radio an,11.1823,12.258009999999999
1165_speech_false_Fernseher_an,Fernseher an,9.1079,10.8344
1167_speech_false_Heizung_an_Lüftung_aus,Heizung an,12.0228,12.997624
1167_speech_false_Heizung_an_Lüftung_aus,Lüftung aus,14.1974,15.147228
1168_speech_true_Fernseher_aus_Licht_aus,Fernseher aus,5.72913,5.779166
1168_speech_true_Fernseher_aus_Licht_aus,Licht aus,9.13158,11.78349
1169_speech_true_Heizung_an,Heizung an,11.247,12.3467
1172_speech_false_Radio_aus_Staubsauger_an,Radio aus,6.55294,7.62842
1172_speech_false_Radio_aus_Staubsauger_an,Staubsauger an,8.35375,9.77939
1173_speech_true_Alarm_an_Radio_aus,Alarm an,7.02446,8.09938
1173_speech_true_Alarm_an_Radio_aus,Radio aus,9.1243,10.074227
1174_speech_true_Staubsauger_an,Staubsauger an,8.28694,9.889249999999999
1175_speech_false_Lüftung_an,Lüftung an,16.6768,17.95194
1177_speech_false_Heizung_an_Licht_aus,Heizung an,4.35249,6.103490000000001
1177_speech_false_Heizung_an_Licht_aus,Licht aus,10.2308,12.056840000000001
1178_speech_true_Fernseher_an_Lüftung_aus,Fernseher an,6.2765,8.02692
1178_speech_true_Fernseher_an_Lüftung_aus,Lüftung aus,14.2284,15.753770000000001
1179_speech_true_Fernseher_aus,Fernseher aus,12.0489,13.1988
1183_speech_false_Heizung_aus_Lüftung_an,Heizung aus,7.64666,8.82115
1183_speech_false_Heizung_aus_Lüftung_an,Lüftung an,18.392,19.51651
1185_speech_false_Alarm_aus_Licht_an,Alarm aus,12.8841,14.28509
1185_speech_false_Alarm_aus_Licht_an,Licht an,15.3358,16.486610000000002
1186_speech_false_Radio_an,Radio an,10.9564,11.982000000000001
1187_speech_false_Staubsauger_aus,Staubsauger aus,10.9321,12.68323
1188_speech_true_Ofen_an,Ofen an,16.0934,17.467850000000002
1192_speech_true_Heizung_an,Heizung an,5.22358,6.34827
1194_speech_true_Licht_an,Licht an,1.6246,2.474389
1195_speech_true_Fernseher_aus_Licht_aus,Fernseher aus,1.99966,2.949497
1195_speech_true_Fernseher_aus_Licht_aus,Licht aus,8.49854,9.223416
1196_speech_true_Ofen_an,Ofen an,9.24694,10.49653
1198_speech_true_Lüftung_an,Lüftung an,10.4967,11.89626
1199_speech_true_Radio_aus_Ofen_aus,Radio aus,4.85435,5.88027
1199_speech_true_Radio_aus_Ofen_aus,Ofen aus,9.80879,10.484395
1217_speech_false_Ofen_aus,Ofen aus,18.5716,19.87136
1218_speech_true_Staubsauger_aus,Staubsauger aus,11.576,14.05119
1219_speech_true_Radio_an,Radio an,0.650979,2.6539919999999997
1232_speech_true_Radio_aus,Radio aus,5.93094,8.60862
1233_speech_false_Alarm_an_Fernseher_aus_Radio_aus_Lüftung_an_Heizung_aus,Alarm an,0.450179,2.325929
1233_speech_false_Alarm_an_Fernseher_aus_Radio_aus_Lüftung_an_Heizung_aus,Fernseher aus,3.60144,5.82733
1233_speech_false_Alarm_an_Fernseher_aus_Radio_aus_Lüftung_an_Heizung_aus,Radio aus,7.10283,9.35373
1233_speech_false_Alarm_an_Fernseher_aus_Radio_aus_Lüftung_an_Heizung_aus,Lüftung an,10.5542,12.88013
1233_speech_false_Alarm_an_Fernseher_aus_Radio_aus_Lüftung_an_Heizung_aus,Heizung aus,13.8805,16.20643
1237_speech_false_Alarm_aus_Radio_an_Fernseher_aus_Licht_an_Lüftung_aus_Staubsauger_an_Heizung_aus,Alarm aus,0.275076,2.200606
1237_speech_false_Alarm_aus_Radio_an_Fernseher_aus_Licht_an_Lüftung_aus_Staubsauger_an_Heizung_aus,Radio an,3.65101,5.45151
1237_speech_false_Alarm_aus_Radio_an_Fernseher_aus_Licht_an_Lüftung_aus_Staubsauger_an_Heizung_aus,Fernseher aus,6.62683,8.42733
1237_speech_false_Alarm_aus_Radio_an_Fernseher_aus_Licht_an_Lüftung_aus_Staubsauger_an_Heizung_aus,Licht an,9.62765,11.503169999999999
1237_speech_false_Alarm_aus_Radio_an_Fernseher_aus_Licht_an_Lüftung_aus_Staubsauger_an_Heizung_aus,Lüftung aus,12.8535,14.75402
1237_speech_false_Alarm_aus_Radio_an_Fernseher_aus_Licht_an_Lüftung_aus_Staubsauger_an_Heizung_aus,Staubsauger an,16.1795,18.055020000000003
1237_speech_false_Alarm_aus_Radio_an_Fernseher_aus_Licht_an_Lüftung_aus_Staubsauger_an_Heizung_aus,Heizung aus,19.2303,21.155829999999998
1239_speech_true_Heizung_aus_Lüftung_an,Heizung aus,0.75049,2.35153
1239_speech_true_Heizung_aus_Lüftung_an,Lüftung an,8.53057,10.1066
1255_speech_false_Licht_aus_Fernseher_an,Licht aus,5.42581,7.07606
1255_speech_false_Licht_aus_Fernseher_an,Fernseher an,7.67614,9.32639
1256_speech_true_Staubsauger_an_Licht_aus,Staubsauger an,25.2429,26.717489999999998
1256_speech_true_Staubsauger_an_Licht_aus,Licht aus,27.4173,28.59197
1257_speech_true_Heizung_an,Heizung an,13.549,14.748909999999999
1258_speech_false_Radio_aus_Alarm_an,Radio aus,2.5767,4.05267
1258_speech_false_Radio_aus_Alarm_an,Alarm an,6.90456,8.3305
1260_speech_false_Lüftung_an_Ofen_aus,Lüftung an,3.5527,5.40411
1260_speech_false_Lüftung_an_Ofen_aus,Ofen aus,8.20623,9.607289999999999
1262_speech_false_Staubsauger_aus,Staubsauger aus,13.3598,15.11109
1275_speech_false_Heizung_an,Heizung an,8.42963,10.455739999999999
1276_speech_false_Licht_aus,Licht aus,7.66167,9.46442
1277_speech_true_Lüftung_an,Lüftung an,7.60889,9.66129
1278_speech_true_Fernseher_aus,Fernseher aus,9.52872,11.279399999999999
1280_speech_false_Alarm_aus,Alarm aus,11.5492,13.074090000000002
1282_speech_false_Ofen_an,Ofen an,10.0329,11.65918
1283_speech_false_Radio_aus,Radio aus,9.07648,11.10181
1285_speech_true_Alarm_aus,Alarm aus,26.5552,28.30554
1286_speech_false_Fernseher_an,Fernseher an,20.5246,21.89958
1287_speech_true_Heizung_an,Heizung an,7.32364,8.89835
1288_speech_false_Licht_aus,Licht aus,15.4509,16.275949
1289_speech_false_Lüftung_aus,Lüftung aus,19.0858,20.6867
1292_speech_false_Ofen_an,Ofen an,12.5242,13.949110000000001
1293_speech_true_Radio_an,Radio an,23.7742,25.024160000000002
1294_speech_false_Staubsauger_aus,Staubsauger aus,25.628,27.45321
1305_speech_true_Ofen_an,Ofen an,8.23571,9.66256
1306_speech_true_Staubsauger_aus_Fernseher_an,Staubsauger aus,3.34955,4.87434
1306_speech_true_Staubsauger_aus_Fernseher_an,Fernseher an,12.2234,13.6982
1307_speech_true_Radio_an_Radio_aus,Radio an,7.12683,8.5522
1307_speech_true_Radio_an_Radio_aus,Radio aus,22.6558,23.93113
1309_speech_false_Fernseher_aus_Radio_aus_Alarm_an,Fernseher aus,12.621,13.64567
1309_speech_false_Fernseher_aus_Radio_aus_Alarm_an,Radio aus,14.3454,15.47004
1309_speech_false_Fernseher_aus_Radio_aus_Alarm_an,Alarm an,16.7697,18.094189999999998
1310_speech_false_Ofen_an,Ofen an,9.4781,10.52844
1312_speech_false_Radio_aus_Licht_aus,Radio aus,7.69752,8.94712
1312_speech_false_Radio_aus_Licht_aus,Licht aus,10.3467,11.171434
1313_speech_true_Staubsauger_an_Alarm_an,Staubsauger an,8.62663,10.27694
1313_speech_true_Staubsauger_an_Alarm_an,Alarm an,10.602,11.677200000000001
1314_speech_true_Heizung_aus,Heizung aus,10.0583,10.909004
1317_speech_false_Heizung_aus_Ofen_aus,Heizung aus,8.93391,9.784758
1317_speech_false_Heizung_aus_Ofen_aus,Ofen aus,10.2102,11.111098
1319_speech_true_Lüftung_aus,Lüftung aus,11.2606,12.061383
1322_speech_false_Radio_an_Licht_an,Radio an,10.0026,10.902919
1322_speech_false_Radio_an_Licht_an,Licht an,12.5283,13.953660000000001
1323_speech_true_Heizung_an,Heizung an,11.8772,13.80256
1324_speech_false_Lüftung_aus_Fernseher_an,Lüftung aus,10.55,12.425
1324_speech_false_Lüftung_aus_Fernseher_an,Fernseher an,18.55,20.425
1328_speech_true_Licht_aus_Heizung_aus,Licht aus,13.1302,14.105587
1328_speech_true_Licht_aus_Heizung_aus,Heizung aus,14.9809,16.35645
1330_speech_false_Heizung_an,Heizung an,9.20493,10.480609999999999
1332_speech_false_Licht_aus_Lüftung_aus,Licht aus,6.37967,7.8557500000000005
1332_speech_false_Licht_aus_Lüftung_aus,Lüftung aus,8.53124,10.20747
1333_speech_true_Fernseher_an_Alarm_an,Fernseher an,8.45,10.274999999999999
1333_speech_true_Fernseher_an_Alarm_an,Alarm an,11.2,12.575
1337_speech_true_Staubsauger_aus,Staubsauger aus,9.73637,11.16304
1338_speech_false_Lüftung_an,Lüftung an,12.0259,13.17598
1339_speech_true_Ofen_aus,Ofen aus,8.63807,11.19194
1351_speech_false_Alarm_aus,Alarm aus,11.9288,13.029150000000001
1356_speech_false_Alarm_an,Alarm an,11.8794,13.00482
1357_speech_false_Ofen_aus,Ofen aus,12.9043,14.32977
1358_speech_false_Staubsauger_aus_Heizung_aus_Alarm_an,Staubsauger aus,2.07477,3.5496
1358_speech_false_Staubsauger_aus_Heizung_aus_Alarm_an,Heizung aus,7.24918,8.52404
1358_speech_false_Staubsauger_aus_Heizung_aus_Alarm_an,Alarm an,12.1986,13.273487
1359_speech_true_Heizung_an_Fernseher_an_Radio_an,Heizung an,1.87565,3.22612
1359_speech_true_Heizung_an_Fernseher_an_Radio_an,Fernseher an,8.90311,10.35362
1359_speech_true_Heizung_an_Fernseher_an_Radio_an,Radio an,21.1824,22.50786
1360_speech_false_Fernseher_an_Licht_aus,Fernseher an,12.6488,14.52362
1360_speech_false_Fernseher_an_Licht_aus,Licht aus,15.6485,17.12336
1363_speech_true_Licht_an_Fernseher_an,Licht an,14.7238,15.84871
1363_speech_true_Licht_an_Fernseher_an,Fernseher an,17.7236,18.9985
1364_speech_true_Fernseher_aus,Fernseher aus,13.6263,14.95143
1365_speech_false_Alarm_aus,Alarm aus,20.3418,21.36639
1367_speech_true_Staubsauger_an_Ofen_an,Staubsauger an,10.7017,11.651852
1367_speech_true_Staubsauger_an_Ofen_an,Ofen an,21.0284,21.928544000000002
1368_speech_false_Radio_aus_Staubsauger_aus,Radio aus,5.72371,6.623507
1368_speech_false_Radio_aus_Staubsauger_aus,Staubsauger aus,7.0984,7.948208
1369_speech_false_Radio_an,Radio an,14.2596,15.735600000000002
1373_speech_true_Lüftung_an,Lüftung an,22.4481,23.648
1374_speech_false_Heizung_aus,Heizung aus,23.1939,24.218629999999997
1380_speech_false_Staubsauger_an,Staubsauger an,7.95345,9.35406
1381_speech_false_Radio_aus,Radio aus,8.65791,9.88403
1382_speech_false_Ofen_aus,Ofen aus,9.8709,11.17036
1383_speech_false_Alarm_an,Alarm an,6.89739,8.59675
1385_speech_false_Fernseher_an,Fernseher an,8.50204,9.752339999999998
1386_speech_false_Heizung_aus,Heizung aus,6.47683,8.17731
1387_speech_false_Licht_an,Licht an,7.12915,8.004659
1388_speech_false_Lüftung_aus,Lüftung aus,7.60783,9.18445
1390_speech_false_Ofen_an,Ofen an,14.3952,15.69477
1392_speech_false_Radio_aus_Fernseher_an,Radio aus,5.22884,6.805
1392_speech_false_Radio_aus_Fernseher_an,Fernseher an,8.83149,10.50772
1393_speech_true_Staubsauger_aus_Alarm_an,Staubsauger aus,7.24688,9.34598
1393_speech_true_Staubsauger_aus_Alarm_an,Alarm an,13.7191,15.21845
1394_speech_true_Heizung_aus,Heizung aus,5.45276,7.02856
1397_speech_false_Fernseher_aus_Radio_an,Fernseher aus,5.02405,6.623749999999999
1397_speech_false_Fernseher_aus_Radio_an,Radio an,10.298,12.57257
1399_speech_true_Licht_an,Licht an,8.87307,9.99783
1400_speech_true_Radio_an,Radio an,21.4405,22.565
1401_speech_false_Staubsauger_aus,Staubsauger aus,13.1697,15.118910000000001
1403_speech_true_Alarm_an,Alarm an,22.677,23.70209
1404_speech_false_Ofen_aus,Ofen aus,14.8865,16.48773
