filename,command,timestamp
1138_speech_false_Staubsauger_aus,Staubsauger aus,6.8
1145_speech_true_Alarm_an_Radio_aus,Ofen an,3.45
1145_speech_true_Alarm_an_Radio_aus,Alarm an,4.8
1145_speech_true_Alarm_an_Radio_aus,Radio aus,7.95
1146_speech_true_Fernseher_an_Heizung_an,Fernseher an,2.75
1146_speech_true_Fernseher_an_Heizung_an,Heizung an,8.3
1148_speech_true_Ofen_aus_Radio_aus_Staubsauger_aus,Heizung aus,6.45
1148_speech_true_Ofen_aus_Radio_aus_Staubsauger_aus,Staubsauger aus,10.1
1148_speech_true_Ofen_aus_Radio_aus_Staubsauger_aus,Ofen aus,13.35
1149_speech_true_Ofen_an_Radio_an,Ofen an,9.65
1149_speech_true_Ofen_an_Radio_an,Radio an,10.9
1161_speech_false_Alarm_an_Radio_aus,Staubsauger aus,9.4
1162_speech_false_Ofen_aus_Staubsauger_an,Ofen aus,5.8
1162_speech_false_Ofen_aus_Staubsauger_an,Staubsauger an,10.3
1163_speech_true_Alarm_aus,Fernseher aus,9.35
1165_speech_false_Fernseher_an,Fernseher an,9.5
1167_speech_false_Heizung_an_Lüftung_aus,Lüftung aus,14.5
1168_speech_true_Fernseher_aus_Licht_aus,Fernseher aus,9.3
1168_speech_true_Fernseher_aus_Licht_aus,Lüftung aus,11.1
1172_speech_false_Radio_aus_Staubsauger_an,Radio aus,7.0
1172_speech_false_Radio_aus_Staubsauger_an,Staubsauger an,8.8
1173_speech_true_Alarm_an_Radio_aus,Staubsauger an,7.7
1173_speech_true_Alarm_an_Radio_aus,Radio aus,9.6
1174_speech_true_Staubsauger_an,Staubsauger an,8.9
1174_speech_true_Staubsauger_an,Staubsauger aus,8.9
1175_speech_false_Lüftung_an,Lüftung an,17.0
1177_speech_false_Heizung_an_Licht_aus,Heizung an,4.95
1177_speech_false_Heizung_an_Licht_aus,Licht aus,10.8
1178_speech_true_Fernseher_an_Lüftung_aus,Staubsauger an,3.4
1178_speech_true_Fernseher_an_Lüftung_aus,Fernseher an,6.8
1178_speech_true_Fernseher_an_Lüftung_aus,Lüftung aus,14.8
1179_speech_true_Fernseher_aus,Fernseher aus,12.4
1183_speech_false_Heizung_aus_Lüftung_an,Heizung aus,8.05
1183_speech_false_Heizung_aus_Lüftung_an,Lüftung an,18.8
1185_speech_false_Alarm_aus_Licht_an,Alarm aus,13.3
1187_speech_false_Staubsauger_aus,Staubsauger aus,11.4
1188_speech_true_Ofen_an,Lüftung an,9.6
1188_speech_true_Ofen_an,Ofen an,16.4
1192_speech_true_Heizung_an,Staubsauger an,4.75
1195_speech_true_Fernseher_aus_Licht_aus,Staubsauger aus,9.15
1217_speech_false_Ofen_aus,Ofen aus,18.85
1232_speech_true_Radio_aus,Radio aus,6.5
1233_speech_false_Alarm_an_Fernseher_aus_Radio_aus_Lüftung_an_Heizung_aus,Fernseher aus,4.25
1233_speech_false_Alarm_an_Fernseher_aus_Radio_aus_Lüftung_an_Heizung_aus,Radio aus,7.65
1233_speech_false_Alarm_an_Fernseher_aus_Radio_aus_Lüftung_an_Heizung_aus,Lüftung an,11.1
1233_speech_false_Alarm_an_Fernseher_aus_Radio_aus_Lüftung_an_Heizung_aus,Heizung aus,14.45
1237_speech_false_Alarm_aus_Radio_an_Fernseher_aus_Licht_an_Lüftung_aus_Staubsauger_an_Heizung_aus,Radio an,4.0
1237_speech_false_Alarm_aus_Radio_an_Fernseher_aus_Licht_an_Lüftung_aus_Staubsauger_an_Heizung_aus,Fernseher aus,7.05
1237_speech_false_Alarm_aus_Radio_an_Fernseher_aus_Licht_an_Lüftung_aus_Staubsauger_an_Heizung_aus,Licht an,9.95
1237_speech_false_Alarm_aus_Radio_an_Fernseher_aus_Licht_an_Lüftung_aus_Staubsauger_an_Heizung_aus,Lüftung aus,13.35
1237_speech_false_Alarm_aus_Radio_an_Fernseher_aus_Licht_an_Lüftung_aus_Staubsauger_an_Heizung_aus,Staubsauger an,16.45
1237_speech_false_Alarm_aus_Radio_an_Fernseher_aus_Licht_an_Lüftung_aus_Staubsauger_an_Heizung_aus,Heizung aus,19.55
1239_speech_true_Heizung_aus_Lüftung_an,Lüftung an,8.85
1255_speech_false_Licht_aus_Fernseher_an,Licht aus,5.95
1255_speech_false_Licht_aus_Fernseher_an,Fernseher an,8.05
1256_speech_true_Staubsauger_an_Licht_aus,Ofen aus,17.7
1256_speech_true_Staubsauger_an_Licht_aus,Alarm an,19.45
1256_speech_true_Staubsauger_an_Licht_aus,Staubsauger an,25.65
1256_speech_true_Staubsauger_an_Licht_aus,Licht aus,27.75
1257_speech_true_Heizung_an,Ofen aus,9.75
1257_speech_true_Heizung_an,Licht aus,9.85
1257_speech_true_Heizung_an,Lüftung aus,10.7
1257_speech_true_Heizung_an,Heizung an,13.9
1258_speech_false_Radio_aus_Alarm_an,Radio aus,2.9
1258_speech_false_Radio_aus_Alarm_an,Alarm an,7.2
1260_speech_false_Lüftung_an_Ofen_aus,Lüftung an,4.0
1260_speech_false_Lüftung_an_Ofen_aus,Ofen aus,8.6
1275_speech_false_Heizung_an,Staubsauger an,9.05
1276_speech_false_Licht_aus,Licht aus,8.1
1277_speech_true_Lüftung_an,Lüftung an,8.0
1278_speech_true_Fernseher_aus,Fernseher aus,10.0
1280_speech_false_Alarm_aus,Alarm aus,11.95
1282_speech_false_Ofen_an,Ofen an,10.5
1283_speech_false_Radio_aus,Radio aus,9.8
1285_speech_true_Alarm_aus,Staubsauger aus,27.45
1305_speech_true_Ofen_an,Staubsauger an,7.45
1306_speech_true_Staubsauger_aus_Fernseher_an,Staubsauger aus,3.9
1306_speech_true_Staubsauger_aus_Fernseher_an,Fernseher an,11.7
1307_speech_true_Radio_an_Radio_aus,Radio an,7.45
1307_speech_true_Radio_an_Radio_aus,Radio aus,23.15
1309_speech_false_Fernseher_aus_Radio_aus_Alarm_an,Fernseher aus,12.9
1309_speech_false_Fernseher_aus_Radio_aus_Alarm_an,Radio aus,14.7
1309_speech_false_Fernseher_aus_Radio_aus_Alarm_an,Alarm an,17.15
1310_speech_false_Ofen_an,Ofen an,9.85
1312_speech_false_Radio_aus_Licht_aus,Radio aus,8.15
1312_speech_false_Radio_aus_Licht_aus,Lüftung aus,10.7
1314_speech_true_Heizung_aus,Staubsauger aus,10.7
1317_speech_false_Heizung_aus_Ofen_aus,Heizung aus,9.25
1323_speech_true_Heizung_an,Heizung an,12.25
1324_speech_false_Lüftung_aus_Fernseher_an,Lüftung aus,11.15
1324_speech_false_Lüftung_aus_Fernseher_an,Fernseher an,19.15
1328_speech_true_Licht_aus_Heizung_aus,Alarm aus,12.1
1328_speech_true_Licht_aus_Heizung_aus,Alarm an,12.1
1328_speech_true_Licht_aus_Heizung_aus,Heizung aus,15.4
1330_speech_false_Heizung_an,Heizung an,9.45
1332_speech_false_Licht_aus_Lüftung_aus,Licht aus,6.9
1332_speech_false_Licht_aus_Lüftung_aus,Lüftung aus,9.25
1333_speech_true_Fernseher_an_Alarm_an,Fernseher an,8.95
1333_speech_true_Fernseher_an_Alarm_an,Alarm an,11.65
1337_speech_true_Staubsauger_aus,Staubsauger aus,10.05
1338_speech_false_Lüftung_an,Lüftung an,5.15
1339_speech_true_Ofen_aus,Alarm aus,9.65
1351_speech_false_Alarm_aus,Staubsauger aus,8.5
1360_speech_false_Fernseher_an_Licht_aus,Fernseher an,13.15
1360_speech_false_Fernseher_an_Licht_aus,Licht aus,16.05
1363_speech_true_Licht_an_Fernseher_an,Staubsauger aus,9.25
1363_speech_true_Licht_an_Fernseher_an,Lüftung an,15.2
1364_speech_true_Fernseher_aus,Fernseher aus,14.0
1365_speech_false_Alarm_aus,Alarm aus,20.7
1368_speech_false_Radio_aus_Staubsauger_aus,Staubsauger an,7.4
1368_speech_false_Radio_aus_Staubsauger_aus,Ofen an,11.1
1373_speech_true_Lüftung_an,Staubsauger an,21.5
1380_speech_false_Staubsauger_an,Staubsauger an,8.5
1381_speech_false_Radio_aus,Alarm aus,9.55
1382_speech_false_Ofen_aus,Ofen aus,10.35
1386_speech_false_Heizung_aus,Staubsauger aus,7.3
1387_speech_false_Licht_an,Licht an,7.4
1388_speech_false_Lüftung_aus,Lüftung aus,8.15
1390_speech_false_Ofen_an,Ofen an,14.8
1392_speech_false_Radio_aus_Fernseher_an,Radio aus,5.6
1392_speech_false_Radio_aus_Fernseher_an,Fernseher an,9.2
1392_speech_false_Radio_aus_Fernseher_an,Radio an,10.8
1397_speech_false_Fernseher_aus_Radio_an,Fernseher aus,5.4
1399_speech_true_Licht_an,Lüftung an,6.95
1401_speech_false_Staubsauger_aus,Staubsauger aus,13.95
1404_speech_false_Ofen_aus,Staubsauger aus,16.1
1406_speech_true_Fernseher_an,Fernseher an,4.95
1407_speech_true_Heizung_an,Heizung an,13.75
1409_speech_true_Licht_an,Licht an,12.4
1410_speech_false_Alarm_an,Alarm an,9.15
1411_speech_false_Staubsauger_aus,Staubsauger aus,10.8
1412_speech_false_Radio_aus,Radio aus,5.15
1431_speech_true_Alarm_an,Staubsauger aus,12.2
1434_speech_true_Ofen_aus,Staubsauger aus,0.565
1435_speech_false_Licht_an,Alarm an,4.35
1435_speech_false_Licht_an,Lüftung an,10.7
1437_speech_false_Lüftung_aus_Heizung_aus,Radio an,3.1
1437_speech_false_Lüftung_aus_Heizung_aus,Lüftung aus,10.55
1437_speech_false_Lüftung_aus_Heizung_aus,Heizung aus,12.6
1438_speech_true_Fernseher_an_Licht_an,Lüftung an,17.45
1439_speech_true_Radio_aus,Staubsauger an,2.55
1439_speech_true_Radio_aus,Alarm an,12.5
1440_speech_true_Alarm_an,Staubsauger an,15.3
1443_speech_true_Alarm_aus_Licht_aus,Staubsauger aus,13.4
1443_speech_true_Alarm_aus_Licht_aus,Licht aus,16.8
1444_speech_true_Heizung_aus,Heizung aus,12.2
1445_speech_false_Lüftung_aus,Staubsauger an,11.8
1445_speech_false_Lüftung_aus,Lüftung an,12.75
1446_speech_true_Heizung_an,Staubsauger an,7.8
1447_speech_true_Fernseher_aus,Staubsauger aus,5.25
1447_speech_true_Fernseher_aus,Fernseher aus,6.9
1449_speech_true_Licht_an,Lüftung an,6.1
1449_speech_true_Licht_an,Radio aus,9.8
1468_speech_false_Alarm_an_Licht_aus_Heizung_aus,Alarm aus,19.9
1470_speech_true_Alarm_aus_Fernseher_an,Fernseher an,12.35
1471_speech_false_Lüftung_aus,Lüftung aus,8.8
1472_speech_false_Staubsauger_aus_Staubsauger_an,Staubsauger aus,9.65
1473_speech_false_Licht_aus_Licht_an_Licht_aus_Licht_an_Licht_aus,Lüftung aus,3.7
1473_speech_false_Licht_aus_Licht_an_Licht_aus_Licht_an_Licht_aus,Staubsauger aus,7.05
1475_speech_true_Radio_an,Radio aus,14.65
1477_speech_true_Alarm_an_Heizung_an,Staubsauger an,9.3
1477_speech_true_Alarm_an_Heizung_an,Staubsauger aus,9.3
1478_speech_true_Ofen_an,Ofen an,9.9
1485_speech_false_Licht_aus_Radio_an,Licht aus,5.35
1485_speech_false_Licht_aus_Radio_an,Radio an,8.1
1486_speech_false_Lüftung_aus_Ofen_an,Ofen an,9.9
1487_speech_true_Heizung_aus_Alarm_an,Heizung aus,5.1
1487_speech_true_Heizung_aus_Alarm_an,Alarm an,8.1
1491_speech_true_Licht_an_Ofen_an_Licht_aus_Heizung_an,Lüftung an,2.15
1491_speech_true_Licht_an_Ofen_an_Licht_aus_Heizung_an,Licht an,8.4
1491_speech_true_Licht_an_Ofen_an_Licht_aus_Heizung_an,Ofen an,10.7
1491_speech_true_Licht_an_Ofen_an_Licht_aus_Heizung_an,Staubsauger an,17.4
1491_speech_true_Licht_an_Ofen_an_Licht_aus_Heizung_an,Radio aus,19.05
1491_speech_true_Licht_an_Ofen_an_Licht_aus_Heizung_an,Heizung an,21.85
1492_speech_false_Lüftung_aus_Fernseher_an_Radio_aus_Staubsauger_aus,Lüftung aus,0.565
1492_speech_false_Lüftung_aus_Fernseher_an_Radio_aus_Staubsauger_aus,Fernseher an,4.65
1492_speech_false_Lüftung_aus_Fernseher_an_Radio_aus_Staubsauger_aus,Radio aus,7.85
1492_speech_false_Lüftung_aus_Fernseher_an_Radio_aus_Staubsauger_aus,Staubsauger aus,10.65
1493_speech_true_Staubsauger_an_Radio_aus_Alarm_an_Fernseher_aus,Staubsauger an,6.7
1493_speech_true_Staubsauger_an_Radio_aus_Alarm_an_Fernseher_aus,Radio aus,12.35
1493_speech_true_Staubsauger_an_Radio_aus_Alarm_an_Fernseher_aus,Alarm an,17.05
1493_speech_true_Staubsauger_an_Radio_aus_Alarm_an_Fernseher_aus,Fernseher aus,20.95
1494_speech_false_Alarm_aus_Radio_an_Lüftung_aus_Staubsauger_aus,Alarm aus,2.05
1494_speech_false_Alarm_aus_Radio_an_Lüftung_aus_Staubsauger_aus,Radio an,4.95
1494_speech_false_Alarm_aus_Radio_an_Lüftung_aus_Staubsauger_aus,Lüftung aus,7.7
1494_speech_false_Alarm_aus_Radio_an_Lüftung_aus_Staubsauger_aus,Staubsauger aus,10.55
1496_speech_true_Staubsauger_an_Lüftung_aus,Staubsauger an,4.9
1496_speech_true_Staubsauger_an_Lüftung_aus,Lüftung aus,12.45
1500_speech_true_Radio_aus,Staubsauger aus,9.6
1502_speech_false_Ofen_an_Radio_an,Ofen an,4.5
1502_speech_false_Ofen_an_Radio_an,Radio an,7.3
1503_speech_true_Heizung_aus_Alarm_aus,Staubsauger an,7.65
1503_speech_true_Heizung_aus_Alarm_aus,Heizung aus,10.25
1503_speech_true_Heizung_aus_Alarm_aus,Alarm aus,12.2
1507_speech_true_Radio_aus,Fernseher aus,3.0
1509_speech_true_Staubsauger_an_Alarm_an,Alarm an,7.55
1511_speech_true_Licht_aus_Lüftung_an,Staubsauger aus,9.55
1511_speech_true_Licht_aus_Lüftung_an,Lüftung an,15.6
1512_speech_false_Radio_an_Ofen_aus,Ofen aus,19.75
1517_speech_false_Alarm_aus,Alarm aus,15.35
1518_speech_true_Ofen_an,Ofen an,8.4
1519_speech_true_Staubsauger_aus,Staubsauger aus,8.35
1520_speech_false_Lüftung_an_Ofen_aus,Lüftung an,9.65
1520_speech_false_Lüftung_an_Ofen_aus,Staubsauger aus,16.45
1521_speech_false_Licht_an_Staubsauger_an_Staubsauger_aus_Licht_aus,Lüftung an,2.7
1521_speech_false_Licht_an_Staubsauger_an_Staubsauger_aus_Licht_aus,Licht aus,23.0
1522_speech_false_Alarm_aus_Licht_an_Heizung_an,Alarm aus,3.95
1522_speech_false_Alarm_aus_Licht_an_Heizung_an,Licht an,13.2
1522_speech_false_Alarm_aus_Licht_an_Heizung_an,Staubsauger an,23.55
1523_speech_false_Fernseher_aus_Heizung_aus_Alarm_an_Licht_aus,Fernseher aus,4.55
1523_speech_false_Fernseher_aus_Heizung_aus_Alarm_an_Licht_aus,Heizung aus,11.9
1523_speech_false_Fernseher_aus_Heizung_aus_Alarm_an_Licht_aus,Alarm an,17.05
1523_speech_false_Fernseher_aus_Heizung_aus_Alarm_an_Licht_aus,Licht aus,23.45
1523_speech_false_Fernseher_aus_Heizung_aus_Alarm_an_Licht_aus,Radio an,26.4
1524_speech_false_Lüftung_aus_Radio_an,Lüftung aus,7.8
1524_speech_false_Lüftung_aus_Radio_an,Radio an,15.1
1524_speech_false_Lüftung_aus_Radio_an,Radio aus,15.1
1525_speech_false_Licht_aus_Fernseher_an,Licht aus,2.7
1525_speech_false_Licht_aus_Fernseher_an,Fernseher an,15.85
1526_speech_false_Ofen_an,Ofen an,21.15
1527_speech_false_Alarm_aus_Licht_an,Alarm aus,8.7
1527_speech_false_Alarm_aus_Licht_an,Licht an,15.7
1553_speech_false_Alarm_aus_Radio_aus,Heizung an,7.0
1553_speech_false_Alarm_aus_Radio_aus,Lüftung an,9.05
1553_speech_false_Alarm_aus_Radio_aus,Alarm aus,22.8
1553_speech_false_Alarm_aus_Radio_aus,Radio aus,25.2
1554_speech_true_Heizung_aus_Licht_an_Lüftung_aus_Radio_an,Heizung aus,9.15
1554_speech_true_Heizung_aus_Licht_an_Lüftung_aus_Radio_an,Licht an,11.8
1554_speech_true_Heizung_aus_Licht_an_Lüftung_aus_Radio_an,Lüftung aus,15.2
1554_speech_true_Heizung_aus_Licht_an_Lüftung_aus_Radio_an,Radio an,20.95
1555_speech_true_Ofen_an_Licht_an,Licht an,15.25
1556_speech_false_Fernseher_aus,Fernseher aus,6.0
1558_speech_false_Staubsauger_aus_Licht_an_Alarm_an,Licht an,15.7
1558_speech_false_Staubsauger_aus_Licht_an_Alarm_an,Alarm an,18.7
1559_speech_true_Licht_aus_Radio_aus_Alarm_an_Ofen_aus,Licht aus,11.05
1559_speech_true_Licht_aus_Radio_aus_Alarm_an_Ofen_aus,Radio aus,13.65
1559_speech_true_Licht_aus_Radio_aus_Alarm_an_Ofen_aus,Alarm an,16.7
1559_speech_true_Licht_aus_Radio_aus_Alarm_an_Ofen_aus,Ofen aus,24.25
1562_speech_false_Fernseher_an_Heizung_aus,Fernseher an,7.75
1562_speech_false_Fernseher_an_Heizung_aus,Staubsauger aus,20.3
1563_speech_true_Heizung_aus_Lüftung_an,Alarm an,8.95
1563_speech_true_Heizung_aus_Lüftung_an,Heizung aus,19.25
1563_speech_true_Heizung_aus_Lüftung_an,Lüftung an,22.0
1564_speech_true_Licht_aus,Staubsauger an,8.7
1564_speech_true_Licht_aus,Licht aus,11.65
1565_speech_true_Alarm_an,Alarm an,21.3
1566_speech_false_Ofen_an,Ofen an,14.2
1568_speech_false_Staubsauger_aus,Staubsauger aus,12.6
1569_speech_true_Alarm_an_Ofen_aus_Radio_aus,Alarm an,18.0
1569_speech_true_Alarm_an_Ofen_aus_Radio_aus,Ofen aus,20.45
1569_speech_true_Alarm_an_Ofen_aus_Radio_aus,Radio aus,23.25
1571_speech_true_Heizung_aus,Heizung aus,9.85
1572_speech_false_Licht_an,Licht an,5.6
1573_speech_false_Lüftung_an,Lüftung an,9.4
1575_speech_true_Ofen_aus,Staubsauger aus,10.9
1577_speech_false_Radio_an,Radio an,3.75
1579_speech_false_Staubsauger_aus,Staubsauger aus,1.8
1590_speech_false_Licht_aus_Alarm_an,Lüftung aus,8.3
1591_speech_true_Fernseher_an,Staubsauger aus,4.55
1591_speech_true_Fernseher_an,Lüftung an,10.9
1598_speech_false_Alarm_aus_Heizung_an,Staubsauger aus,6.35
1600_speech_false_Radio_aus_Licht_aus,Radio aus,13.2
1600_speech_false_Radio_aus_Licht_aus,Licht aus,17.45
1601_speech_false_Licht_aus_Alarm_an,Lüftung aus,14.05
1601_speech_false_Licht_aus_Alarm_an,Alarm an,16.05
1602_speech_true_Staubsauger_an,Radio an,4.85
1602_speech_true_Staubsauger_an,Staubsauger an,16.3
1605_speech_true_Radio_an_Radio_aus_Fernseher_an,Radio an,2.85
1605_speech_true_Radio_an_Radio_aus_Fernseher_an,Radio aus,16.2
1605_speech_true_Radio_an_Radio_aus_Fernseher_an,Fernseher an,19.85
1608_speech_false_Alarm_aus_Licht_an,Alarm aus,17.45
1608_speech_false_Alarm_aus_Licht_an,Licht an,19.8
1609_speech_false_Fernseher_aus,Fernseher aus,21.4
1626_speech_true_Radio_an_Licht_aus,Alarm aus,4.3
1632_speech_false_Ofen_an_Alarm_an,Alarm an,9.05
1634_speech_false_Ofen_aus_Lüftung_aus,Ofen aus,4.35
1634_speech_false_Ofen_aus_Lüftung_aus,Lüftung aus,6.7
1645_speech_false_Heizung_an,Heizung an,12.95
1645_speech_false_Heizung_an,Heizung aus,12.95
1650_speech_true_Licht_aus,Lüftung an,4.55
1650_speech_true_Licht_aus,Licht aus,13.45
1651_speech_true_Fernseher_an_Licht_aus,Fernseher an,19.6
1651_speech_true_Fernseher_an_Licht_aus,Licht aus,21.75
1653_speech_false_Heizung_aus_Licht_an,Heizung aus,16.6
1656_speech_false_Alarm_an_Ofen_aus,Alarm an,14.45
1656_speech_false_Alarm_an_Ofen_aus,Ofen aus,17.3
1657_speech_false_Radio_aus_Ofen_aus,Radio aus,16.6
1657_speech_false_Radio_aus_Ofen_aus,Ofen aus,19.3
1658_speech_false_Staubsauger_an,Staubsauger an,16.75
1659_speech_true_Radio_an,Radio an,8.1
1670_speech_false_Ofen_aus,Ofen aus,7.8
1672_speech_false_Alarm_aus_Radio_an,Alarm aus,6.7
1672_speech_false_Alarm_aus_Radio_an,Radio an,13.2
1673_speech_true_Ofen_aus_Staubsauger_an,Ofen aus,8.75
1678_speech_false_Fernseher_an_Radio_aus,Radio aus,6.2
1678_speech_false_Fernseher_an_Radio_aus,Fernseher an,12.8
1679_speech_true_Fernseher_aus_Alarm_an,Staubsauger aus,4.3
1679_speech_true_Fernseher_aus_Alarm_an,Alarm an,13.85
1680_speech_false_Alarm_aus,Alarm aus,2.05
1682_speech_false_Fernseher_aus_Licht_aus,Fernseher aus,5.45
1683_speech_true_Heizung_an_Lüftung_aus,Staubsauger aus,13.7
1687_speech_false_Radio_aus_Licht_an,Lüftung an,25.3
1689_speech_true_Ofen_aus,Staubsauger aus,12.4
1692_speech_true_Alarm_aus,Staubsauger an,9.45
1692_speech_true_Alarm_aus,Alarm aus,10.5
1693_speech_true_Heizung_an,Staubsauger an,12.0
1694_speech_false_Fernseher_aus,Fernseher aus,6.95
1696_speech_false_Lüftung_aus,Ofen an,5.05
1696_speech_false_Lüftung_aus,Lüftung aus,8.95
1697_speech_false_Heizung_an,Heizung an,8.4
1698_speech_false_Alarm_an_Radio_aus,Alarm an,9.3
1698_speech_false_Alarm_an_Radio_aus,Radio aus,11.1
1699_speech_false_Staubsauger_aus_Ofen_an,Staubsauger aus,6.85
1699_speech_false_Staubsauger_aus_Ofen_an,Ofen an,12.55
1700_speech_true_Ofen_aus,Staubsauger aus,8.3
1702_speech_false_Alarm_aus_Ofen_an,Staubsauger aus,11.0
1707_speech_false_Licht_aus,Alarm an,6.15
1707_speech_false_Licht_aus,Ofen an,6.45
1707_speech_false_Licht_aus,Licht aus,13.15
1709_speech_false_Staubsauger_aus_Radio_an,Staubsauger aus,7.05
1709_speech_false_Staubsauger_aus_Radio_an,Radio an,9.05
1711_speech_true_Heizung_an,Heizung an,10.4
1712_speech_false_Lüftung_an,Lüftung an,8.3
1713_speech_false_Fernseher_aus_Licht_aus,Fernseher aus,3.7
1713_speech_false_Fernseher_aus_Licht_aus,Licht aus,11.6
1714_speech_true_Alarm_aus,Alarm aus,6.6
1717_speech_true_Heizung_an,Lüftung an,9.55
1719_speech_false_Fernseher_an_Licht_aus,Licht aus,13.45
1720_speech_false_Heizung_an_Lüftung_aus,Heizung an,3.1
1720_speech_false_Heizung_an_Lüftung_aus,Lüftung aus,9.3
1721_speech_true_Staubsauger_an,Staubsauger an,5.55
1723_speech_false_Ofen_an_Alarm_an_Radio_aus,Staubsauger an,3.2
1723_speech_false_Ofen_an_Alarm_an_Radio_aus,Alarm an,6.7
1723_speech_false_Ofen_an_Alarm_an_Radio_aus,Radio aus,11.4
1725_speech_true_Fernseher_aus,Fernseher aus,8.75
1726_speech_true_Heizung_aus,Heizung aus,5.05
1728_speech_false_Lüftung_an,Lüftung an,9.25
1731_speech_true_Alarm_an,Alarm an,5.55
1733_speech_true_Radio_aus,Radio aus,10.85
1734_speech_true_Staubsauger_aus,Staubsauger aus,8.4
1735_speech_true_Alarm_aus_Ofen_aus,Ofen aus,10.95
1740_speech_true_Heizung_an,Staubsauger an,7.2
1742_speech_false_Licht_aus,Lüftung aus,10.75
1750_speech_false_Ofen_an,Ofen an,12.75
1752_speech_true_Fernseher_aus_Alarm_aus,Alarm aus,21.45
1753_speech_true_Radio_aus,Lüftung an,6.15
1753_speech_true_Radio_aus,Radio aus,14.25
1754_speech_false_Licht_an_Heizung_an,Alarm an,2.25
1754_speech_false_Licht_an_Heizung_an,Ofen an,5.9
1754_speech_false_Licht_an_Heizung_an,Lüftung an,12.0
1756_speech_false_Staubsauger_aus_Radio_an,Radio an,14.8
1758_speech_false_Heizung_aus_Ofen_aus_Licht_aus,Staubsauger aus,7.85
1758_speech_false_Heizung_aus_Ofen_aus_Licht_aus,Ofen aus,12.35
1758_speech_false_Heizung_aus_Ofen_aus_Licht_aus,Licht aus,16.6
1759_speech_true_Ofen_an_Lüftung_an,Radio an,7.3
1759_speech_true_Ofen_an_Lüftung_an,Lüftung an,10.3
1761_speech_true_Ofen_an,Staubsauger aus,13.65
1762_speech_true_Licht_an_Alarm_aus,Lüftung aus,3.3
1762_speech_true_Licht_an_Alarm_aus,Alarm aus,9.2
1767_speech_true_Heizung_aus_Fernseher_an,Staubsauger aus,8.65
1768_speech_true_Fernseher_aus,Fernseher aus,9.6
1770_speech_false_Licht_an_Licht_aus,Licht aus,20.65
1772_speech_false_Radio_aus_Fernseher_an,Radio aus,8.65
1772_speech_false_Radio_aus_Fernseher_an,Fernseher an,12.4
1773_speech_true_Lüftung_aus_Heizung_aus,Lüftung aus,9.1
1773_speech_true_Lüftung_aus_Heizung_aus,Heizung aus,13.95
1775_speech_true_Fernseher_aus_Licht_aus,Fernseher aus,11.75
1775_speech_true_Fernseher_aus_Licht_aus,Licht aus,15.15
1776_speech_true_Staubsauger_an,Staubsauger an,11.9
1778_speech_true_Alarm_an,Alarm an,9.05
1780_speech_true_Heizung_aus,Heizung aus,8.65
1781_speech_true_Lüftung_an,Lüftung an,8.9
1783_speech_true_Ofen_aus,Ofen aus,10.75
1784_speech_true_Alarm_aus_Licht_an,Alarm aus,9.95
1784_speech_true_Alarm_aus_Licht_an,Licht an,11.8
1788_speech_false_Lüftung_aus_Licht_an,Staubsauger aus,4.95
1797_speech_true_Heizung_aus,Heizung aus,6.7
1798_speech_true_Alarm_an,Alarm an,13.65
1799_speech_true_Alarm_aus,Alarm aus,10.95
1810_speech_true_Staubsauger_an_Staubsauger_aus,Staubsauger an,5.05
1810_speech_true_Staubsauger_an_Staubsauger_aus,Staubsauger aus,16.85
1811_speech_false_Alarm_aus_Licht_an,Alarm aus,15.45
1811_speech_false_Alarm_aus_Licht_an,Lüftung an,20.15
1813_speech_true_Ofen_aus,Ofen aus,15.05
1814_speech_true_Radio_an,Radio an,12.65
1816_speech_true_Lüftung_an,Ofen aus,7.35
1816_speech_true_Lüftung_an,Lüftung an,9.95
1817_speech_true_Heizung_aus,Heizung aus,8.2
1818_speech_true_Fernseher_an_Fernseher_aus,Licht an,6.7
1818_speech_true_Fernseher_an_Fernseher_aus,Fernseher an,13.05
1818_speech_true_Fernseher_an_Fernseher_aus,Fernseher aus,20.8
1819_speech_true_Licht_an_Licht_aus,Licht an,5.85
1819_speech_true_Licht_an_Licht_aus,Lüftung aus,24.3
1820_speech_false_Alarm_an_Licht_aus,Alarm an,19.0
1820_speech_false_Alarm_an_Licht_aus,Lüftung aus,21.5
1821_speech_false_Licht_aus_Fernseher_an,Licht aus,8.7
1821_speech_false_Licht_aus_Fernseher_an,Fernseher an,10.85
1822_speech_true_Heizung_an,Heizung an,12.9
1823_speech_false_Alarm_an_Licht_aus,Licht aus,10.85
1824_speech_true_Lüftung_an_Heizung_aus,Lüftung an,7.35
1824_speech_true_Lüftung_an_Heizung_aus,Heizung aus,9.35
1826_speech_false_Ofen_an,Ofen an,19.35
1828_speech_false_Staubsauger_an,Staubsauger an,21.6
1842_speech_false_Heizung_an_Fernseher_aus,Radio an,4.1
1842_speech_false_Heizung_an_Fernseher_aus,Fernseher aus,7.55
1843_speech_true_Licht_aus_Radio_an,Radio aus,9.3
1843_speech_true_Licht_aus_Radio_an,Radio an,12.55
1857_speech_false_Ofen_aus,Ofen aus,7.0
1859_speech_true_Staubsauger_an,Staubsauger an,11.75
1863_speech_true_Heizung_aus,Staubsauger aus,15.5
1865_speech_false_Ofen_an,Licht an,10.9
1865_speech_false_Ofen_an,Ofen an,15.0
